,player_height
2141,208.28
2142,208.28
2143,200.66
2144,203.2
2145,205.74
2146,193.04
2147,187.96
2148,195.58
2149,187.96
2150,210.82
2151,200.66
2152,198.12
2153,203.2
2154,205.74
2155,205.74
2156,198.12
2157,208.28
2158,193.04
2159,205.74
2160,210.82
2161,208.28
2162,205.74
2163,208.28
2164,213.36
2165,205.74
2166,185.42
2167,198.12
2168,210.82
2169,208.28
2170,213.36
2171,210.82
2172,193.04
2173,195.58
2174,205.74
2175,213.36
2176,193.04
2177,190.5
2178,200.66
2179,208.28
2180,195.58
2181,205.74
2182,203.2
2183,200.66
2184,198.12
2185,200.66
2186,200.66
2187,190.5
2188,195.58
2189,200.66
2190,198.12
2191,193.04
2192,200.66
2193,200.66
2194,208.28
2195,187.96
2196,203.2
2197,200.66
2198,213.36
2199,198.12
2200,190.5
2201,203.2
2202,187.96
2203,185.42
2204,208.28
2205,203.2
2206,198.12
2207,213.36
2208,200.66
2209,200.66
2210,195.58
2211,195.58
2212,205.74
2213,210.82
2214,195.58
2215,200.66
2216,205.74
2217,208.28
2218,187.96
2219,190.5
2220,210.82
2221,195.58
2222,187.96
2223,203.2
2224,208.28
2225,210.82
2226,200.66
2227,198.12
2228,215.9
2229,210.82
2230,203.2
2231,205.74
2232,198.12
2233,213.36
2234,213.36
2235,195.58
2236,205.74
2237,205.74
2238,198.12
2239,208.28
2240,205.74
2241,195.58
2242,185.42
2243,198.12
2244,208.28
2245,200.66
2246,182.88
2247,185.42
2248,210.82
2249,208.28
2250,195.58
2251,190.5
2252,187.96
2253,210.82
2254,195.58
2255,210.82
2256,205.74
2257,200.66
2258,185.42
2259,185.42
2260,195.58
2261,210.82
2262,208.28
2263,213.36
2264,200.66
2265,205.74
2266,203.2
2267,198.12
2268,193.04
2269,213.36
2270,195.58
2271,200.66
2272,205.74
2273,185.42
2274,195.58
2275,185.42
2276,205.74
2277,205.74
2278,190.5
2279,200.66
2280,205.74
2281,213.36
2282,205.74
2283,210.82
2284,208.28
2285,213.36
2286,200.66
2287,208.28
2288,195.58
2289,210.82
2290,215.9
2291,205.74
2292,187.96
2293,205.74
2294,205.74
2295,195.58
2296,195.58
2297,190.5
2298,195.58
2299,200.66
2300,208.28
2301,203.2
2302,210.82
2303,205.74
2304,208.28
2305,187.96
2306,190.5
2307,208.28
2308,195.58
2309,203.2
2310,213.36
2311,180.34
2312,190.5
2313,200.66
2314,203.2
2315,187.96
2316,205.74
2317,187.96
2318,210.82
2319,210.82
2320,208.28
2321,213.36
2322,208.28
2323,200.66
2324,182.88
2325,213.36
2326,187.96
2327,208.28
2328,190.5
2329,180.34
2330,205.74
2331,185.42
2332,210.82
2333,205.74
2334,198.12
2335,220.98
2336,210.82
2337,208.28
2338,213.36
2339,205.74
2340,187.96
2341,185.42
2342,198.12
2343,215.9
2344,208.28
2345,203.2
2346,198.12
2347,200.66
2348,190.5
2349,213.36
2350,208.28
2351,215.9
2352,208.28
2353,193.04
2354,198.12
2355,210.82
2356,208.28
2357,215.9
2358,182.88
2359,193.04
2360,203.2
2361,205.74
2362,203.2
2363,190.5
2364,205.74
2365,190.5
2366,195.58
2367,213.36
2368,200.66
2369,205.74
2370,200.66
2371,195.58
2372,190.5
2373,203.2
2374,200.66
2375,187.96
2376,200.66
2377,200.66
2378,193.04
2379,200.66
2380,200.66
2381,200.66
2382,200.66
2383,195.58
2384,215.9
2385,213.36
2386,210.82
2387,208.28
2388,193.04
2389,200.66
2390,210.82
2391,208.28
2392,190.5
2393,208.28
2394,190.5
2395,187.96
2396,203.2
2397,203.2
2398,180.34
2399,208.28
2400,208.28
2401,200.66
2402,205.74
2403,208.28
2404,205.74
2405,215.9
2406,203.2
2407,198.12
2408,185.42
2409,208.28
2410,208.28
2411,200.66
2412,208.28
2413,205.74
2414,210.82
2415,228.6
2416,215.9
2417,205.74
2418,200.66
2419,210.82
2420,182.88
2421,208.28
2422,200.66
2423,213.36
2424,208.28
2425,210.82
2426,205.74
2427,190.5
2428,208.28
2429,210.82
2430,190.5
2431,187.96
2432,190.5
2433,193.04
2434,205.74
2435,200.66
2436,210.82
2437,187.96
2438,210.82
2439,200.66
2440,208.28
2441,200.66
2442,180.34
2443,203.2
2444,200.66
2445,208.28
2446,213.36
2447,185.42
2448,215.9
2449,200.66
2450,180.34
2451,185.42
2452,205.74
2453,208.28
2454,203.2
2455,208.28
2456,215.9
2457,190.5
2458,180.34
2459,210.82
2460,203.2
2461,177.8
2462,190.5
2463,215.9
2464,210.82
2465,193.04
2466,198.12
2467,200.66
2468,208.28
2469,198.12
2470,198.12
2471,195.58
2472,195.58
2473,200.66
2474,193.04
2475,203.2
2476,190.5
2477,187.96
2478,205.74
2479,205.74
2480,200.66
2481,208.28
2482,205.74
2483,187.96
2484,210.82
2485,195.58
2486,210.82
2487,205.74
2488,208.28
2489,182.88
2490,198.12
2491,205.74
2492,205.74
2493,195.58
2494,208.28
2495,195.58
2496,185.42
2497,205.74
2498,193.04
2499,205.74
2500,210.82
2501,205.74
2502,198.12
2503,205.74
2504,205.74
2505,203.2
2506,177.8
2507,185.42
2508,198.12
2509,213.36
2510,195.58
2511,213.36
2512,218.44
2513,195.58
2514,185.42
2515,195.58
2516,203.2
2517,187.96
2518,205.74
2519,190.5
2520,180.34
2521,208.28
2522,205.74
2523,208.28
2524,205.74
2525,198.12
2526,210.82
2527,180.34
2528,185.42
2529,210.82
2530,203.2
2531,210.82
2532,218.44
2533,205.74
2534,185.42
2535,210.82
2536,195.58
2537,200.66
2538,195.58
2539,193.04
2540,208.28
2541,195.58
2542,187.96
2543,208.28
2544,203.2
2545,205.74
2546,210.82
2547,213.36
2548,218.44
2549,210.82
2550,193.04
2551,185.42
2552,190.5
2553,195.58
2554,203.2
2555,203.2
2556,182.88
2557,198.12
2558,198.12
2559,198.12
2560,205.74
2561,208.28
2562,215.9
2563,210.82
2564,195.58
2565,208.28
2566,193.04
2567,205.74
2568,193.04
2569,185.42
2570,187.96
2571,198.12
2572,193.04
2573,187.96
2574,213.36
2575,213.36
2576,203.2
2577,210.82
2578,198.12
2579,187.96
2580,210.82
2581,203.2
2582,200.66
2583,203.2
2584,198.12
2585,185.42
2586,208.28
2587,182.88
2588,185.42
2589,165.1
2590,190.5
2591,198.12
2592,205.74
2593,200.66
2594,203.2
2595,205.74
2596,203.2
2597,195.58
2598,218.44
2599,205.74
2600,203.2
2601,195.58
2602,208.28
2603,193.04
2604,208.28
2605,185.42
2606,195.58
2607,195.58
2608,213.36
2609,208.28
2610,210.82
2611,213.36
2612,190.5
2613,200.66
2614,203.2
2615,203.2
2616,203.2
2617,193.04
2618,195.58
2619,213.36
2620,195.58
2621,210.82
2622,208.28
2623,203.2
2624,210.82
2625,190.5
2626,210.82
2627,185.42
2628,203.2
2629,190.5
2630,198.12
2631,213.36
2632,195.58
2633,203.2
2634,182.88
2635,190.5
2636,213.36
2637,205.74
2638,210.82
2639,215.9
2640,208.28
2641,205.74
2642,198.12
2643,198.12
2644,198.12
2645,200.66
2646,208.28
2647,215.9
2648,208.28
2649,185.42
2650,200.66
2651,210.82
2652,200.66
2653,185.42
2654,208.28
2655,190.5
2656,208.28
2657,210.82
2658,190.5
2659,187.96
2660,193.04
2661,205.74
2662,218.44
2663,198.12
2664,205.74
2665,200.66
2666,187.96
2667,210.82
2668,200.66
2669,200.66
2670,190.5
2671,218.44
2672,200.66
2673,205.74
2674,198.12
2675,205.74
2676,210.82
2677,203.2
2678,213.36
2679,203.2
2680,177.8
2681,190.5
2682,215.9
2683,210.82
2684,190.5
2685,193.04
2686,195.58
2687,200.66
2688,208.28
2689,198.12
2690,198.12
2691,208.28
2692,200.66
2693,180.34
2694,210.82
2695,208.28
2696,182.88
2697,208.28
2698,200.66
2699,200.66
2700,205.74
2701,205.74
2702,203.2
2703,177.8
2704,190.5
2705,187.96
2706,187.96
2707,205.74
2708,205.74
2709,200.66
2710,208.28
2711,205.74
2712,187.96
2713,208.28
2714,210.82
2715,195.58
2716,205.74
2717,182.88
2718,198.12
2719,205.74
2720,205.74
2721,195.58
2722,208.28
2723,195.58
2724,205.74
2725,203.2
2726,182.88
2727,193.04
2728,205.74
2729,198.12
2730,213.36
2731,198.12
2732,195.58
2733,213.36
2734,205.74
2735,195.58
2736,198.12
2737,185.42
2738,195.58
2739,203.2
2740,187.96
2741,205.74
2742,190.5
2743,180.34
2744,208.28
2745,220.98
2746,205.74
2747,210.82
2748,205.74
2749,193.04
2750,200.66
2751,210.82
2752,210.82
2753,208.28
2754,185.42
2755,187.96
2756,200.66
2757,187.96
2758,195.58
2759,187.96
2760,208.28
2761,208.28
2762,205.74
2763,218.44
2764,210.82
2765,193.04
2766,205.74
2767,203.2
2768,198.12
2769,200.66
2770,203.2
2771,190.5
2772,200.66
2773,203.2
2774,203.2
2775,205.74
2776,193.04
2777,218.44
2778,203.2
2779,193.04
2780,193.04
2781,210.82
2782,187.96
2783,185.42
2784,187.96
2785,198.12
2786,193.04
2787,213.36
2788,213.36
2789,203.2
2790,210.82
2791,210.82
2792,187.96
2793,193.04
2794,203.2
2795,210.82
2796,203.2
2797,195.58
2798,190.5
2799,210.82
2800,210.82
2801,195.58
2802,187.96
2803,190.5
2804,203.2
2805,203.2
2806,213.36
2807,195.58
2808,218.44
2809,195.58
2810,203.2
2811,195.58
2812,208.28
2813,185.42
2814,195.58
2815,180.34
2816,195.58
2817,213.36
2818,185.42
2819,215.9
2820,200.66
2821,185.42
2822,205.74
2823,208.28
2824,203.2
2825,200.66
2826,195.58
2827,205.74
2828,208.28
2829,193.04
2830,210.82
2831,208.28
2832,210.82
2833,190.5
2834,210.82
2835,203.2
2836,190.5
2837,198.12
2838,195.58
2839,203.2
2840,213.36
2841,210.82
2842,203.2
2843,210.82
2844,205.74
2845,198.12
2846,185.42
2847,208.28
2848,185.42
2849,165.1
2850,198.12
2851,195.58
2852,185.42
2853,193.04
2854,205.74
2855,210.82
2856,205.74
2857,208.28
2858,203.2
2859,200.66
2860,208.28
2861,208.28
2862,185.42
2863,198.12
2864,190.5
2865,203.2
2866,205.74
2867,228.6
2868,208.28
2869,200.66
2870,208.28
2871,193.04
2872,208.28
2873,180.34
2874,203.2
2875,203.2
2876,215.9
2877,203.2
2878,205.74
2879,208.28
2880,208.28
2881,213.36
2882,200.66
2883,195.58
2884,203.2
2885,200.66
2886,200.66
2887,200.66
2888,200.66
2889,193.04
2890,200.66
2891,200.66
2892,210.82
2893,208.28
2894,187.96
2895,203.2
2896,190.5
2897,200.66
2898,205.74
2899,195.58
2900,200.66
2901,213.36
2902,195.58
2903,187.96
2904,190.5
2905,190.5
2906,213.36
2907,205.74
2908,182.88
2909,215.9
2910,210.82
2911,198.12
2912,200.66
2913,208.28
2914,215.9
2915,208.28
2916,215.9
2917,193.04
2918,200.66
2919,203.2
2920,208.28
2921,215.9
2922,198.12
2923,226.06
2924,205.74
2925,213.36
2926,210.82
2927,220.98
2928,195.58
2929,213.36
2930,210.82
2931,193.04
2932,185.42
2933,203.2
2934,203.2
2935,205.74
2936,203.2
2937,198.12
2938,205.74
2939,205.74
2940,208.28
2941,187.96
2942,213.36
2943,182.88
2944,208.28
2945,193.04
2946,213.36
2947,208.28
2948,210.82
2949,210.82
2950,187.96
2951,205.74
2952,187.96
2953,203.2
2954,200.66
2955,180.34
2956,213.36
2957,195.58
2958,187.96
2959,185.42
2960,187.96
2961,203.2
2962,195.58
2963,195.58
2964,195.58
2965,205.74
2966,205.74
2967,187.96
2968,203.2
2969,215.9
2970,210.82
2971,195.58
2972,205.74
2973,208.28
2974,200.66
2975,213.36
2976,198.12
2977,208.28
2978,210.82
2979,203.2
2980,208.28
2981,213.36
2982,205.74
2983,190.5
2984,210.82
2985,205.74
2986,205.74
2987,205.74
2988,200.66
2989,190.5
2990,195.58
2991,203.2
2992,193.04
2993,205.74
2994,198.12
2995,205.74
2996,200.66
2997,208.28
2998,210.82
2999,208.28
3000,195.58
3001,185.42
3002,187.96
3003,200.66
3004,205.74
3005,210.82
3006,195.58
3007,210.82
3008,187.96
3009,213.36
3010,190.5
3011,200.66
3012,208.28
3013,208.28
3014,200.66
3015,200.66
3016,215.9
3017,208.28
3018,210.82
3019,185.42
3020,213.36
3021,208.28
3022,198.12
3023,205.74
3024,210.82
3025,205.74
3026,213.36
3027,198.12
3028,208.28
3029,208.28
3030,193.04
3031,203.2
3032,210.82
3033,198.12
3034,215.9
3035,198.12
3036,203.2
3037,210.82
3038,187.96
3039,203.2
3040,210.82
3041,213.36
3042,187.96
3043,200.66
3044,190.5
3045,190.5
3046,205.74
3047,210.82
3048,208.28
3049,210.82
3050,200.66
3051,195.58
3052,195.58
3053,210.82
3054,208.28
3055,198.12
3056,177.8
3057,203.2
3058,200.66
3059,205.74
3060,185.42
3061,187.96
3062,208.28
3063,198.12
3064,213.36
3065,203.2
3066,213.36
3067,203.2
3068,190.5
3069,180.34
3070,203.2
3071,187.96
3072,205.74
3073,195.58
3074,185.42
3075,198.12
3076,208.28
3077,208.28
3078,198.12
3079,213.36
3080,200.66
3081,210.82
3082,195.58
3083,208.28
3084,200.66
3085,210.82
3086,210.82
3087,185.42
3088,205.74
3089,203.2
3090,187.96
3091,203.2
3092,208.28
3093,195.58
3094,210.82
3095,187.96
3096,200.66
3097,195.58
3098,215.9
3099,210.82
3100,203.2
3101,208.28
3102,208.28
3103,198.12
3104,213.36
3105,213.36
3106,205.74
3107,210.82
3108,205.74
3109,185.42
3110,205.74
3111,208.28
3112,213.36
3113,185.42
3114,210.82
3115,205.74
3116,200.66
3117,200.66
3118,195.58
3119,200.66
3120,203.2
3121,195.58
3122,195.58
3123,200.66
3124,208.28
3125,200.66
3126,210.82
3127,205.74
3128,198.12
3129,195.58
3130,190.5
3131,190.5
3132,190.5
3133,187.96
3134,210.82
3135,195.58
3136,210.82
3137,205.74
3138,200.66
3139,185.42
3140,208.28
3141,210.82
3142,208.28
3143,195.58
3144,213.36
3145,198.12
3146,205.74
3147,187.96
3148,187.96
3149,198.12
3150,195.58
3151,208.28
3152,205.74
3153,190.5
3154,213.36
3155,208.28
3156,203.2
3157,210.82
3158,187.96
3159,208.28
3160,208.28
3161,213.36
3162,200.66
3163,208.28
3164,210.82
3165,203.2
3166,187.96
3167,195.58
3168,210.82
3169,218.44
3170,203.2
3171,203.2
3172,198.12
3173,193.04
3174,210.82
3175,210.82
3176,198.12
3177,205.74
3178,198.12
3179,180.34
3180,200.66
3181,203.2
3182,203.2
3183,187.96
3184,205.74
3185,187.96
3186,210.82
3187,195.58
3188,210.82
3189,208.28
3190,213.36
3191,187.96
3192,203.2
3193,208.28
3194,205.74
3195,203.2
3196,182.88
3197,205.74
3198,203.2
3199,213.36
3200,208.28
3201,190.5
3202,185.42
3203,210.82
3204,220.98
3205,200.66
3206,210.82
3207,213.36
3208,210.82
3209,187.96
3210,205.74
3211,228.6
3212,193.04
3213,198.12
3214,215.9
3215,185.42
3216,208.28
3217,193.04
3218,215.9
3219,208.28
3220,215.9
3221,208.28
3222,198.12
3223,210.82
3224,203.2
3225,215.9
3226,182.88
3227,205.74
3228,200.66
3229,208.28
3230,190.5
3231,187.96
3232,200.66
3233,200.66
3234,195.58
3235,205.74
3236,200.66
3237,195.58
3238,190.5
3239,203.2
3240,187.96
3241,208.28
3242,210.82
3243,213.36
3244,200.66
3245,193.04
3246,195.58
3247,200.66
3248,200.66
3249,200.66
3250,203.2
3251,198.12
3252,195.58
3253,182.88
3254,200.66
3255,213.36
3256,200.66
3257,190.5
3258,195.58
3259,205.74
3260,203.2
3261,203.2
3262,180.34
3263,226.06
3264,208.28
3265,200.66
3266,228.6
3267,205.74
3268,215.9
3269,182.88
3270,203.2
3271,190.5
3272,198.12
3273,208.28
3274,198.12
3275,203.2
3276,208.28
3277,205.74
3278,210.82
3279,200.66
3280,210.82
3281,205.74
3282,190.5
3283,203.2
3284,185.42
3285,195.58
3286,200.66
3287,205.74
3288,180.34
3289,210.82
3290,208.28
3291,182.88
3292,208.28
3293,213.36
3294,213.36
3295,203.2
3296,205.74
3297,208.28
3298,208.28
3299,210.82
3300,190.5
3301,187.96
3302,205.74
3303,218.44
3304,198.12
3305,200.66
3306,203.2
3307,205.74
3308,187.96
3309,210.82
3310,200.66
3311,200.66
3312,208.28
3313,198.12
3314,208.28
3315,213.36
3316,205.74
3317,185.42
3318,200.66
3319,180.34
3320,185.42
3321,213.36
3322,205.74
3323,205.74
3324,203.2
3325,215.9
3326,200.66
3327,180.34
3328,210.82
3329,182.88
3330,203.2
3331,177.8
3332,190.5
3333,210.82
3334,187.96
3335,198.12
3336,193.04
3337,213.36
3338,200.66
3339,210.82
3340,190.5
3341,218.44
3342,200.66
3343,205.74
3344,193.04
3345,190.5
3346,187.96
3347,187.96
3348,205.74
3349,205.74
3350,200.66
3351,208.28
3352,205.74
3353,187.96
3354,193.04
3355,208.28
3356,195.58
3357,205.74
3358,208.28
3359,198.12
3360,190.5
3361,205.74
3362,205.74
3363,195.58
3364,208.28
3365,205.74
3366,195.58
3367,210.82
3368,195.58
3369,205.74
3370,208.28
3371,208.28
3372,205.74
3373,205.74
3374,205.74
3375,205.74
3376,203.2
3377,177.8
3378,198.12
3379,213.36
3380,200.66
3381,195.58
3382,205.74
3383,213.36
3384,203.2
3385,195.58
3386,198.12
3387,185.42
3388,195.58
3389,203.2
3390,187.96
3391,205.74
3392,208.28
3393,190.5
3394,180.34
3395,205.74
3396,200.66
3397,205.74
3398,185.42
3399,198.12
3400,193.04
3401,203.2
3402,190.5
3403,213.36
3404,213.36
3405,200.66
3406,210.82
3407,210.82
3408,185.42
3409,193.04
3410,203.2
3411,203.2
3412,210.82
3413,203.2
3414,195.58
3415,190.5
3416,210.82
3417,203.2
3418,210.82
3419,218.44
3420,205.74
3421,185.42
3422,187.96
3423,185.42
3424,210.82
3425,193.04
3426,198.12
3427,203.2
3428,205.74
3429,203.2
3430,190.5
3431,200.66
3432,203.2
3433,213.36
3434,195.58
3435,205.74
3436,200.66
3437,210.82
3438,215.9
3439,200.66
3440,200.66
3441,198.12
3442,198.12
3443,205.74
3444,208.28
3445,215.9
3446,205.74
3447,210.82
3448,208.28
3449,193.04
3450,208.28
3451,187.96
3452,200.66
3453,195.58
3454,213.36
3455,203.2
3456,210.82
3457,205.74
3458,198.12
3459,185.42
3460,182.88
3461,185.42
3462,165.1
3463,193.04
3464,208.28
3465,203.2
3466,190.5
3467,205.74
3468,203.2
3469,213.36
3470,195.58
3471,218.44
3472,195.58
3473,203.2
3474,195.58
3475,200.66
3476,193.04
3477,208.28
3478,198.12
3479,195.58
3480,200.66
3481,203.2
3482,195.58
3483,187.96
3484,208.28
3485,205.74
3486,208.28
3487,218.44
3488,193.04
3489,195.58
3490,200.66
3491,203.2
3492,190.5
3493,190.5
3494,200.66
3495,203.2
3496,193.04
3497,187.96
3498,195.58
3499,190.5
3500,213.36
3501,193.04
3502,208.28
3503,210.82
3504,190.5
3505,210.82
3506,203.2
3507,182.88
3508,195.58
3509,203.2
3510,208.28
3511,200.66
3512,190.5
3513,203.2
3514,210.82
3515,190.5
3516,203.2
3517,210.82
3518,208.28
3519,190.5
3520,213.36
3521,190.5
3522,195.58
3523,187.96
3524,193.04
3525,190.5
3526,220.98
3527,200.66
3528,210.82
3529,213.36
3530,210.82
3531,210.82
3532,205.74
3533,175.26
3534,228.6
3535,203.2
3536,187.96
3537,213.36
3538,210.82
3539,205.74
3540,195.58
3541,185.42
3542,208.28
3543,195.58
3544,203.2
3545,195.58
3546,190.5
3547,218.44
3548,195.58
3549,213.36
3550,203.2
3551,200.66
3552,205.74
3553,200.66
3554,198.12
3555,208.28
3556,210.82
3557,193.04
3558,165.1
3559,185.42
3560,182.88
3561,208.28
3562,185.42
3563,198.12
3564,203.2
3565,193.04
3566,198.12
3567,208.28
3568,210.82
3569,187.96
3570,203.2
3571,208.28
3572,205.74
3573,203.2
3574,205.74
3575,203.2
3576,213.36
3577,190.5
3578,190.5
3579,190.5
3580,187.96
3581,203.2
3582,203.2
3583,180.34
3584,193.04
3585,208.28
3586,200.66
3587,228.6
3588,200.66
3589,205.74
3590,215.9
3591,203.2
3592,198.12
3593,208.28
3594,215.9
3595,208.28
3596,193.04
3597,200.66
3598,193.04
3599,208.28
3600,215.9
3601,208.28
3602,198.12
3603,210.82
3604,205.74
3605,203.2
3606,215.9
3607,182.88
3608,210.82
3609,185.42
3610,203.2
3611,195.58
3612,203.2
3613,205.74
3614,180.34
3615,203.2
3616,203.2
3617,187.96
3618,205.74
3619,187.96
3620,193.04
3621,210.82
3622,210.82
3623,182.88
3624,195.58
3625,203.2
3626,205.74
3627,182.88
3628,193.04
3629,205.74
3630,205.74
3631,208.28
3632,198.12
3633,190.5
3634,190.5
3635,208.28
3636,205.74
3637,190.5
3638,198.12
3639,195.58
3640,203.2
3641,195.58
3642,185.42
3643,198.12
3644,195.58
3645,203.2
3646,205.74
3647,213.36
3648,182.88
3649,200.66
3650,213.36
3651,193.04
3652,200.66
3653,205.74
3654,187.96
3655,200.66
3656,205.74
3657,208.28
3658,205.74
3659,208.28
3660,205.74
3661,220.98
3662,190.5
3663,198.12
3664,182.88
3665,208.28
3666,208.28
3667,208.28
3668,177.8
3669,195.58
3670,198.12
3671,187.96
3672,205.74
3673,200.66
3674,208.28
3675,210.82
3676,200.66
3677,205.74
3678,205.74
3679,187.96
3680,190.5
3681,213.36
3682,177.8
3683,205.74
3684,200.66
3685,205.74
3686,185.42
3687,213.36
3688,193.04
3689,213.36
3690,198.12
3691,187.96
3692,210.82
3693,198.12
3694,190.5
3695,177.8
3696,203.2
3697,182.88
3698,210.82
3699,215.9
3700,203.2
3701,205.74
3702,203.2
3703,213.36
3704,185.42
3705,180.34
3706,200.66
3707,213.36
3708,185.42
3709,198.12
3710,203.2
3711,208.28
3712,180.34
3713,205.74
3714,205.74
3715,205.74
3716,208.28
3717,200.66
3718,218.44
3719,200.66
3720,200.66
3721,210.82
3722,187.96
3723,203.2
3724,198.12
3725,203.2
3726,200.66
3727,198.12
3728,187.96
3729,190.5
3730,208.28
3731,208.28
3732,185.42
3733,213.36
3734,213.36
3735,208.28
3736,208.28
3737,210.82
3738,200.66
3739,208.28
3740,195.58
3741,205.74
3742,205.74
3743,200.66
3744,185.42
3745,208.28
3746,195.58
3747,210.82
3748,208.28
3749,187.96
3750,195.58
3751,200.66
3752,198.12
3753,203.2
3754,205.74
3755,203.2
3756,193.04
3757,203.2
3758,190.5
3759,205.74
3760,200.66
3761,203.2
3762,203.2
3763,213.36
3764,195.58
3765,205.74
3766,198.12
3767,195.58
3768,213.36
3769,210.82
3770,187.96
3771,210.82
3772,215.9
3773,203.2
3774,182.88
3775,203.2
3776,187.96
3777,205.74
3778,190.5
3779,203.2
3780,205.74
3781,195.58
3782,195.58
3783,195.58
3784,200.66
3785,208.28
3786,198.12
3787,210.82
3788,205.74
3789,205.74
3790,198.12
3791,198.12
3792,195.58
3793,190.5
3794,190.5
3795,213.36
3796,200.66
3797,195.58
3798,215.9
3799,200.66
3800,210.82
3801,195.58
3802,190.5
3803,210.82
3804,203.2
3805,210.82
3806,218.44
3807,205.74
3808,185.42
3809,208.28
3810,208.28
3811,210.82
3812,198.12
3813,200.66
3814,198.12
3815,187.96
3816,185.42
3817,208.28
3818,220.98
3819,218.44
3820,193.04
3821,203.2
3822,200.66
3823,208.28
3824,190.5
3825,182.88
3826,208.28
3827,203.2
3828,203.2
3829,200.66
3830,198.12
3831,198.12
3832,205.74
3833,208.28
3834,215.9
3835,210.82
3836,195.58
3837,208.28
3838,193.04
3839,210.82
3840,185.42
3841,187.96
3842,198.12
3843,193.04
3844,203.2
3845,190.5
3846,213.36
3847,213.36
3848,200.66
3849,210.82
3850,210.82
3851,208.28
3852,185.42
3853,193.04
3854,203.2
3855,187.96
3856,195.58
3857,185.42
3858,200.66
3859,213.36
3860,210.82
3861,208.28
3862,193.04
3863,195.58
3864,187.96
3865,210.82
3866,210.82
3867,203.2
3868,198.12
3869,198.12
3870,215.9
3871,210.82
3872,220.98
3873,208.28
3874,226.06
3875,208.28
3876,198.12
3877,213.36
3878,205.74
3879,208.28
3880,210.82
3881,205.74
3882,185.42
3883,182.88
3884,205.74
3885,195.58
3886,203.2
3887,210.82
3888,200.66
3889,200.66
3890,210.82
3891,205.74
3892,190.5
3893,203.2
3894,205.74
3895,195.58
3896,190.5
3897,200.66
3898,200.66
3899,205.74
3900,200.66
3901,195.58
3902,190.5
3903,203.2
3904,213.36
3905,208.28
3906,200.66
3907,193.04
3908,195.58
3909,200.66
3910,200.66
3911,200.66
3912,198.12
3913,213.36
3914,200.66
3915,205.74
3916,200.66
3917,208.28
3918,198.12
3919,208.28
3920,200.66
3921,187.96
3922,198.12
3923,200.66
3924,208.28
3925,185.42
3926,198.12
3927,213.36
3928,213.36
3929,208.28
3930,203.2
3931,210.82
3932,187.96
3933,208.28
3934,198.12
3935,213.36
3936,200.66
3937,208.28
3938,203.2
3939,210.82
3940,203.2
3941,187.96
3942,195.58
3943,205.74
3944,210.82
3945,210.82
3946,205.74
3947,205.74
3948,208.28
3949,200.66
3950,185.42
3951,185.42
3952,190.5
3953,213.36
3954,177.8
3955,203.2
3956,187.96
3957,205.74
3958,213.36
3959,198.12
3960,185.42
3961,208.28
3962,205.74
3963,195.58
3964,210.82
3965,200.66
3966,213.36
3967,198.12
3968,203.2
3969,203.2
3970,208.28
3971,200.66
3972,203.2
3973,203.2
3974,210.82
3975,198.12
3976,208.28
3977,182.88
3978,195.58
3979,208.28
3980,185.42
3981,185.42
3982,200.66
3983,208.28
3984,203.2
3985,210.82
3986,210.82
3987,208.28
3988,208.28
3989,190.5
3990,213.36
3991,200.66
3992,187.96
3993,193.04
3994,190.5
3995,190.5
3996,165.1
3997,195.58
3998,193.04
3999,213.36
4000,193.04
4001,205.74
4002,205.74
4003,195.58
4004,185.42
4005,190.5
4006,190.5
4007,195.58
4008,203.2
4009,195.58
4010,213.36
4011,200.66
4012,200.66
4013,218.44
4014,213.36
4015,195.58
4016,200.66
4017,205.74
4018,203.2
4019,198.12
4020,208.28
4021,210.82
4022,210.82
4023,190.5
4024,203.2
4025,203.2
4026,193.04
4027,210.82
4028,203.2
4029,213.36
4030,190.5
4031,203.2
4032,193.04
4033,200.66
4034,198.12
4035,187.96
4036,185.42
4037,210.82
4038,193.04
4039,195.58
4040,210.82
4041,215.9
4042,198.12
4043,198.12
4044,200.66
4045,200.66
4046,208.28
4047,215.9
4048,200.66
4049,213.36
4050,205.74
4051,180.34
4052,190.5
4053,200.66
4054,210.82
4055,205.74
4056,195.58
4057,203.2
4058,193.04
4059,218.44
4060,220.98
4061,205.74
4062,208.28
4063,187.96
4064,203.2
4065,195.58
4066,200.66
4067,198.12
4068,208.28
4069,208.28
4070,185.42
4071,218.44
4072,210.82
4073,203.2
4074,210.82
4075,190.5
4076,195.58
4077,210.82
4078,182.88
4079,203.2
4080,203.2
4081,185.42
4082,213.36
4083,213.36
4084,205.74
4085,187.96
4086,190.5
4087,190.5
4088,187.96
4089,205.74
4090,200.66
4091,182.88
4092,193.04
4093,205.74
4094,205.74
4095,193.04
4096,208.28
4097,198.12
4098,190.5
4099,190.5
4100,205.74
4101,190.5
4102,198.12
4103,195.58
4104,203.2
4105,185.42
4106,198.12
4107,213.36
4108,195.58
4109,203.2
4110,187.96
4111,205.74
4112,205.74
4113,210.82
4114,205.74
4115,198.12
4116,208.28
4117,195.58
4118,205.74
4119,208.28
4120,198.12
4121,205.74
4122,195.58
4123,193.04
4124,182.88
4125,208.28
4126,195.58
4127,208.28
4128,205.74
4129,208.28
4130,210.82
4131,177.8
4132,198.12
4133,187.96
4134,193.04
4135,205.74
4136,200.66
4137,213.36
4138,213.36
4139,200.66
